Size Level.sav: 47488751 bytes
Now checking the data...
Now counting pals...
Now populating the information...
Inactive Guild: Unnamed Guild | Guild ID: e1e17eca-4260-9ba2-6360-8c9fd0b651dc | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 22f6b5bb-4191-06c7-31d8-49aeaa8f9139 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b8ef4c86-4764-c4bf-798b-51abb35d06cf | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: f52b76fe-4763-3e45-97d6-62a4c04f90d8 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: e833d042-4ce4-2289-d4f3-b9a33360124d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 9c9c6fae-4537-6d73-bdc9-d08007986f75 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: d3dbbb2d-4347-a10e-dd0b-269f3ce04504 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: f614623e-4b50-8e04-ed73-63b89d4e37c6 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: eedb7bc5-4bf4-e365-de63-dfbb803b03cd | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5107529f-437d-0c95-01f0-96805b8f7504 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b7d76bea-4ff9-d78d-ecfe-8699c6ec1796 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 0ac2ac23-4f5a-328b-1ddb-27b4e3497a52 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8ed17233-4cf9-725e-e751-1c9f09634d53 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: f6a4218f-4282-681f-6015-d48d8dc7bcc0 | Reason: No players found.
Inactive Guild:  | Guild ID: 6cc99618-4d22-4c80-e75f-cfa399413e99 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: c1b6994e-4163-b446-644f-62855d7cc07d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 65a14880-4a71-3933-876b-a4ab1a412de2 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 10a872e0-4e05-4406-7f65-5fa20945e266 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: bc4e9d94-442e-87ce-9943-0f80c1c342e3 | Reason: No players found.
Inactive Guild: Xirenia | Guild ID: 3ffcc4a8-4475-82c4-ba3f-5099b1ed7897 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b5247581-44b2-e14d-d18c-8d8019ff4d45 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a5e62492-4742-484d-e4d0-ab9fc45173f7 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 866dd674-4595-cba3-cc58-e5ad5c26c841 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 0f728097-4299-7949-491c-019753aa462e | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b3ab95a3-4d15-56ff-0ecd-fe8072663568 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 1d18c71d-430a-62ef-76ea-ab919dbda35f | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 75344497-4f78-c946-9590-2e8ef9862364 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 3fd5fe73-4e74-9c0f-91ad-338d105d1bd4 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: dd2a9d9a-4547-8249-3b78-bdba83743d86 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5d7b6a2c-4a53-188e-4860-64ac4f7bf017 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 1afea999-4b47-2f63-d2da-c995194ef71a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: f09dcedc-49a8-8fe3-dd3b-8b8f092f04e0 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: f9227a5c-48f9-6a97-4869-3688330576bf | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 2f390046-48f8-a2b4-d9c9-699454aa0a17 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 7c7bae61-4640-3a45-673e-57abe046cf4a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 620793cc-4404-b1c7-3bfb-99932e5ef574 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 25f41698-4e0a-6e0b-2a2b-27b4fbcbbe04 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 4116959d-4c8f-7400-7f4c-0fa8762b9e5c | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a3098c6d-4374-8767-4e63-be9fcf675d9c | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 9e2d8c1e-4a41-6da3-59a8-baa6bf8bdfb1 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 0b00cf1d-49b7-9f5c-cd6e-b7be00daa90d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 27de01a3-4eb9-99eb-0e73-38bfb085a56a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: caa78504-471a-6dec-95d6-1587d6c67477 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: fb99b724-4978-cc73-9c2f-e8a8bc3c41e8 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: cefa4c2e-451d-f63f-f964-6788ed43c608 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8c5e33a4-44d6-e245-524a-979623a77842 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 752068ca-4a7d-35e3-2af4-6c9c29d5992e | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 3a03cecd-43af-b53a-2db5-24a1bb9f615a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a3b60fee-4760-39c9-8995-7dbe9f64101a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: c9881d8a-4aaf-a849-324f-75a5a9ade6f4 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8840232c-4539-e287-4d5f-4bbecd988879 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b1a5d690-4c50-bbd7-d185-3e94dd53a6c2 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: be89db1b-4744-16fa-ca98-45b990de1d71 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b9299091-4950-8609-4c29-41b3257212e8 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 367c357a-4753-2cb2-fe05-ba99a5792b1a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: dcaec5c0-4685-dcd3-9d27-4d95e32d072d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 106f5393-4087-574e-40c2-acaf10e6a224 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a6fca8bf-42d5-ae74-f82b-f98cd4a60e82 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 38ff6186-464c-c8dd-b1bd-c99e2107ece6 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 2758d81b-4342-b85a-78be-0e9407f6f890 | Reason: No players found.
Inactive Guild: Thunder Daddies | Guild ID: 05c37ce1-4d59-16cd-814e-a38eb6d0b630 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 9ec265fb-491d-cf78-6fea-8d82faca0db5 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a1ff7c48-4154-e11e-49db-839d416ffdf7 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: bb6c4c78-43b0-3ee8-8d83-cf998f4d4fce | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 20dc0a53-4e43-4d58-4ec7-36a20691762d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 749d9815-4fb0-3ad4-13a1-8da2d20857ed | Reason: No players found.
Inactive Guild: Darkness | Guild ID: a1c0282c-45d6-6c13-2027-79976dd714e7 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: fe2a987c-4a26-c3b7-65c1-58833e48782f | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b82f58d0-4811-cc50-43ff-1cb652434fdd | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 132efae4-40c9-d7f8-ad71-f795ec897a5d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 17a5f3f7-4ed3-1f6f-8f9f-c98724a9083b | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: aff1c4a3-4cd6-f965-bda1-ddbb8dddd5df | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b6c707f4-4afd-7de8-8000-dca136f03121 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 93ba93e2-4ec9-2ae5-2376-9f853b725f41 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: bdbbab2c-4b5f-ac74-8a0f-1998be67ed5a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: c09525fe-4553-2ef9-a011-d391a2f4c6a9 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 9b316519-4a21-c2cc-f150-38bd65e55ff2 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: dafabcda-4aae-d399-6bce-19a1a85cd258 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: e3cff9b9-4c8f-07f4-ae10-d881695a47f3 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 77c39646-4289-19be-de9d-dcb9e3f76d64 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 42829f55-402f-19dd-93d8-cd98bb135278 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 3cae5035-40b6-b841-5408-109fd5a69959 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 4575c85d-4aab-7a83-94d9-a2b7e316a052 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8f9f411f-4628-187f-73fa-238ddd29591f | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 33f5b463-437d-cb06-df98-8da9ce62a7cb | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 01c6f0e9-4c25-0411-2ce2-948ed89b3768 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: fd2415dd-4dd5-0895-a758-14b94de46b00 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a941c14f-4beb-e6eb-aa50-d88f23b2408c | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 53c1702f-40ae-071d-be3c-b19e82d24025 | Reason: No players found.
Inactive Guild: Hi ^^ | Guild ID: acbc37ad-4c99-1cc0-d4df-02b8ecfe8abf | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 842a165c-4818-fc6e-f7f5-0785bb3d4b34 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8777bf45-42de-a946-9b73-699864b0ad38 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 9d94b6df-402c-d7fb-5d2a-fe8f5547190a | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b8329d9e-4272-24f3-6ad4-74b5a476b5bd | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: ffd8025d-4a76-c2c9-0601-b5b0aa6da6b2 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: fe0a6823-4672-9342-0306-a09eac326198 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b08a3de5-44cb-46e2-ffdc-2aa1ac65e4c0 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8621c87a-4688-d035-994e-2eaf9e0d55e8 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 1dcf17a9-407d-b5d8-239c-cab1888bcb3d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5711653d-4600-96d8-10b8-5a96cfe54d80 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 108c0351-4b94-3da5-6208-4b990d8eb894 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: afb2b412-421c-55d3-53d1-21913b4fd5f9 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 20b1b203-468d-ddf2-be06-598fda077ec3 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 29125483-4b2f-fd85-fd82-cebf915cb6a7 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5fd86713-41e9-e2d4-e950-40983703d0ba | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 3fbf458b-41d4-c438-1392-86a61e9020a4 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 36b8f248-4d57-6ddf-6ee7-4b99effa66d1 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5d72508b-4abb-6b55-4a8f-92b28288e357 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: e0580aa4-40a9-9693-a33b-ff959664e42f | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: c4b6691c-4fea-8b69-51da-58afdf54cc83 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: dd2e278f-4675-dba7-0373-98b8f0ae8ad1 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: f2170f08-4e01-76aa-ce72-b8ad59272ec2 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 0ea86ac0-428f-a47b-a241-73979f177734 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5c01724e-462c-3a8d-816e-0eaaa90a59ca | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 23f1383c-4c36-55d8-2925-b781626fb3ea | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 444aafdf-447b-eb86-3017-98aeca7ca2fa | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 622b1dda-48d7-4cda-8c70-b9837e985f25 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5399033b-433f-8260-ae7b-5ab991992b6d | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 069764f5-40d2-2ab8-a764-fcbf3e161e56 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: cd611e15-4fe3-29d5-504e-13b3338a1f8e | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 4e9d1442-4b67-482c-b35e-159be5e07367 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8e6f2e97-4259-9b01-3780-a79d7819d3fb | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: d91b821e-4bab-4e4f-48f5-24a70943af5e | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: e6aa4949-4358-84c0-b6c6-10bb1b570e9b | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: d0feef90-4b67-c1ad-d003-14800bffe71f | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 4ba307d5-4b71-fe9e-ffa0-f2b5aeda3246 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 5a651286-47ab-d52f-978a-8b9f2bee89d7 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 4b4065fe-466f-3b00-38c3-98b46e567e18 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 6b24dfe2-4926-960a-ab97-20881d9a1b5c | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 4101c222-4ec8-394e-50a3-caa72127207f | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: e4f64f2e-44cb-ebbf-ef51-87850a705677 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 9fb931c3-46d2-8773-dccc-3385e5c8792c | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: d2a893a6-4c6d-002a-4d31-569dbe1a24d0 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: d3158cc3-4989-e02b-e527-7d845cb66980 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: ad9ab243-498f-aa6b-f93d-bcb68e371f59 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8f618571-4366-66f1-28a9-28876bb057dd | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a17906dc-4757-6882-79b9-5481f72442d3 | Reason: No players found.
Inactive Guild: The Lodge | Guild ID: 04c9ed30-4d22-9b50-04a8-9985e62dd77b | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: d35b485a-4793-4906-7152-fca5191b7d38 | Reason: No players found.
Inactive Guild: WhiteBrosCremation | Guild ID: baf4ec02-4248-c5c3-894d-21af644fa8e5 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 141428cc-4811-9f7a-04ef-aa8fc0b8fbc4 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 2d5d968d-478e-cd39-919a-ff8da05ac14f | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: eb680d07-40f0-190c-70f0-6d80b36a1791 | Reason: No players found.
Inactive Guild: Vybz Kartel | Guild ID: bbd44e25-4990-b553-727f-649c126205be | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 11100b9e-46e7-6a7d-a5c5-3ea12bde7ced | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 8f16d521-4b8c-3aee-f6ce-819ec4e2026f | Reason: No players found.
Inactive Guild: Etherlords | Guild ID: 513ec28e-4819-ce2e-7185-92b3e3a13ae3 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 16061a87-4c54-e4a6-3964-20950a42c880 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 0120373f-4a96-d505-eb6e-b8981de041ce | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: a7348a92-4b41-d512-4259-7fa4d9c1b948 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 65eb4e02-4d5c-5687-a8a0-39b77d07b138 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 7274e529-435b-5106-7495-15a247b528ab | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: b523ec22-4f22-6aa6-db61-bf868f9cfdbc | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 551b4873-47fd-3bd9-a8a9-f4af927b747c | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 34db4e6d-4ba6-3b3e-2487-0eb643da68da | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 6e195682-4a0a-bad8-cf4a-0baec9f9f4cf | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: ae7c1258-4aef-b57b-76a9-abbf0e9d2443 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 27f6464e-447b-ef52-c806-e2a3709a17d9 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 1125c5b2-41ca-72c2-9822-deb82b217c06 | Reason: No players found.
Inactive Guild: Unnamed Guild | Guild ID: 0a91fe3a-47ad-440b-c7c4-f19213e1b573 | Reason: No players found.

Guild: Unnamed Guild | Guild Leader: ScarrFox | Guild ID: ba281fa3-4b0f-ff70-6909-4ba3e9239366
Base Locations: 0
Guild Players: 1
Player: ScarrFox | UID: 35e5e454-0000-0000-0000-000000000000 | Level: 55 | Caught: 2851 | Owned: 451 | Encounters: 147 | Uniques: 147 | Last Online: 2024-07-30 09:12:01 (55d:20h:34m:18s ago)

Guild: Unnamed Guild | Guild Leader: xXBeevisXx | Guild ID: a049ebd5-4eca-3c4e-3bee-1081c58fd670
Base Locations: 0
Guild Players: 1
Player: xXBeevisXx | UID: b0e4caea-0000-0000-0000-000000000000 | Level: 36 | Caught: 13 | Owned: 19 | Encounters: 15 | Uniques: 12 | Last Online: 2024-09-20 18:52:12 (3d:10h:54m:7s ago)

Guild: Unnamed Guild | Guild Leader: Luy3 | Guild ID: cea32ffc-43ad-9ec7-94e6-86aeecefb7b0
Base Locations: 0
Guild Players: 1
Player: Luy3 | UID: 2c80f99f-0000-0000-0000-000000000000 | Level: 9 | Caught: 10 | Owned: 12 | Encounters: 8 | Uniques: 6 | Last Online: 2024-08-15 16:38:21 (39d:13h:7m:58s ago)

Guild: Unnamed Guild | Guild Leader: Deejay | Guild ID: 65c8b638-4e76-0627-0c17-348710edbe2d
Base Locations: 0
Guild Players: 1
Player: Deejay | UID: 5c319ed9-0000-0000-0000-000000000000 | Level: 55 | Caught: 2307 | Owned: 907 | Encounters: 161 | Uniques: 161 | Last Online: 2024-08-11 07:56:38 (43d:21h:49m:41s ago)

Guild: Unnamed Guild | Guild Leader: dogman | Guild ID: 81ad69f2-4e00-cb80-c2f9-de8ab13dba09
Base Locations: 0
Guild Players: 1
Player: dogman | UID: f205146f-0000-0000-0000-000000000000 | Level: 5 | Caught: 4 | Owned: 4 | Encounters: 4 | Uniques: 4 | Last Online: 2024-09-03 08:14:13 (20d:21h:32m:6s ago)

Guild: Unnamed Guild | Guild Leader: Blaze | Guild ID: 0d6b3ac2-4b84-fe7e-7b10-e79c202512c5
Base Locations: 3
Base 1: -292, -577
Base 2: -188, -238
Base 3: -191, -128
Guild Players: 1
Player: Blaze | UID: 325d0b85-0000-0000-0000-000000000000 | Level: 40 | Caught: 583 | Owned: 555 | Encounters: 90 | Uniques: 90 | Last Online: 2024-09-23 20:39:40 (9h:6m:39s ago)

Guild: Unnamed Guild | Guild Leader: BloodMooN | Guild ID: b91031f0-4d64-b184-7425-12983bd12367
Base Locations: 0
Guild Players: 1
Player: BloodMooN | UID: a31238a8-0000-0000-0000-000000000000 | Level: 47 | Caught: 965 | Owned: 82 | Encounters: 109 | Uniques: 109 | Last Online: 2024-06-30 23:02:05 (85d:6h:44m:14s ago)

Guild: Unnamed Guild | Guild Leader: Max | Guild ID: 1c505c55-4e14-a0a8-bb2b-faa93cb4d12d
Base Locations: 0
Guild Players: 1
Player: Max | UID: b23da80b-0000-0000-0000-000000000000 | Level: 42 | Caught: 719 | Owned: 702 | Encounters: 80 | Uniques: 80 | Last Online: 2024-08-31 15:42:23 (23d:14h:3m:56s ago)

Guild: Unnamed Guild | Guild Leader: Donatello | Guild ID: 05d51055-4fd2-0c30-cc78-d1a846dc5e6c
Base Locations: 0
Guild Players: 1
Player: Donatello | UID: f5e30602-0000-0000-0000-000000000000 | Level: 42 | Caught: 420 | Owned: 364 | Encounters: 50 | Uniques: 50 | Last Online: 2024-09-01 11:58:03 (22d:17h:48m:16s ago)

Guild: Unnamed Guild | Guild Leader: Sinag | Guild ID: cdc10868-4e9e-c2b7-4512-87afc1d64532
Base Locations: 0
Guild Players: 1
Player: Sinag | UID: 9e5bee55-0000-0000-0000-000000000000 | Level: 39 | Caught: 596 | Owned: 261 | Encounters: 67 | Uniques: 67 | Last Online: 2024-08-13 06:30:30 (41d:23h:15m:49s ago)

Guild: Unnamed Guild | Guild Leader: Moxie | Guild ID: ea227160-4699-4f49-6710-6e8340813100
Base Locations: 0
Guild Players: 1
Player: Moxie | UID: fb24e32f-0000-0000-0000-000000000000 | Level: 4 | Caught: 0 | Owned: 1 | Encounters: 1 | Uniques: 0 | Last Online: 2024-09-03 15:45:22 (20d:14h:57s ago)

Guild: Unnamed Guild | Guild Leader: Ky:te | Guild ID: 50f41993-46c8-f010-0305-b28242623d71
Base Locations: 0
Guild Players: 1
Player: Ky:te | UID: e4333ec6-0000-0000-0000-000000000000 | Level: 18 | Caught: 88 | Owned: 94 | Encounters: 48 | Uniques: 42 | Last Online: 2024-08-31 17:48:17 (23d:11h:58m:2s ago)

Guild: 2503 | Guild Leader: Zopxe | Guild ID: 82fcbf49-4cd9-7b4b-3969-98bbbb950516
Base Locations: 0
Guild Players: 2
Player: Zopxe | UID: 609f29ca-0000-0000-0000-000000000000 | Level: 6 | Caught: 4 | Owned: 2 | Encounters: 4 | Uniques: 4 | Last Online: 2024-08-26 02:36:16 (29d:3h:10m:3s ago)
Player: summervespa | UID: 174c07e4-0000-0000-0000-000000000000 | Level: 5 | Caught: 3 | Owned: 2 | Encounters: 3 | Uniques: 3 | Last Online: 2024-08-26 02:36:27 (29d:3h:9m:52s ago)

Guild: A NuBist Colony | Guild Leader: Little-Devil | Guild ID: c04a31c4-4dd0-0a5e-d979-46ae3c48d90b
Base Locations: 4
Base 1: -391, 356
Base 2: -392, 337
Base 3: -511, 172
Base 4: -373, -668
Guild Players: 7
Player: Falcon | UID: 747d55f8-0000-0000-0000-000000000000 | Level: 55 | Caught: 29442 | Owned: 635 | Encounters: 161 | Uniques: 161 | Last Online: 2024-09-23 22:37:28 (7h:8m:51s ago)
Player: Jala | UID: 43decbb4-0000-0000-0000-000000000000 | Level: 32 | Caught: 232 | Owned: 0 | Encounters: 55 | Uniques: 55 | Last Online: 2024-08-03 07:05:00 (51d:22h:41m:19s ago)
Player: Little-Devil | UID: df036c3c-0000-0000-0000-000000000000 | Level: 55 | Caught: 8365 | Owned: 660 | Encounters: 121 | Uniques: 121 | Last Online: 2024-09-23 23:19:04 (6h:27m:15s ago)
Player: Akaiyne | UID: 60d673f5-0000-0000-0000-000000000000 | Level: 55 | Caught: 9525 | Owned: 356 | Encounters: 156 | Uniques: 156 | Last Online: 2024-09-23 23:44:30 (6h:1m:49s ago)
Player: JxRaser | UID: dba53bfe-0000-0000-0000-000000000000 | Level: 55 | Caught: 5122 | Owned: 579 | Encounters: 164 | Uniques: 164 | Last Online: 2024-09-23 20:11:07 (9h:35m:12s ago)
Player: boardingdust735 | UID: 297a2b65-0000-0000-0000-000000000000 | Level: 52 | Caught: 774 | Owned: 519 | Encounters: 112 | Uniques: 111 | Last Online: 2024-09-08 03:43:40 (16d:2h:2m:39s ago)
Player: Nisse | UID: 5b9bc4a8-0000-0000-0000-000000000000 | Level: 42 | Caught: 685 | Owned: 137 | Encounters: 45 | Uniques: 39 | Last Online: 2024-09-22 16:00:58 (1d:13h:45m:21s ago)

Guild: Aspects | Guild Leader: Masha | Guild ID: 61097824-46c0-a316-fb23-bf93700f72ea
Base Locations: 0
Guild Players: 1
Player: Masha | UID: 8969c19c-0000-0000-0000-000000000000 | Level: 22 | Caught: 138 | Owned: 132 | Encounters: 31 | Uniques: 31 | Last Online: 2024-09-02 10:03:46 (21d:19h:42m:33s ago)

Guild: Aura of Life | Guild Leader: Maraya | Guild ID: ef32719b-4999-e633-6c70-dd8c37861b16
Base Locations: 0
Guild Players: 1
Player: Maraya | UID: f6c31956-0000-0000-0000-000000000000 | Level: 35 | Caught: 398 | Owned: 358 | Encounters: 69 | Uniques: 66 | Last Online: 2024-07-20 02:24:37 (66d:3h:21m:42s ago)

Guild: BIGLEG Guild | Guild Leader: Sora | Guild ID: 8fb881bb-4041-e26e-f5d8-faa5596f1d38
Base Locations: 0
Guild Players: 2
Player: Sora | UID: 888810fd-0000-0000-0000-000000000000 | Level: 44 | Caught: 1035 | Owned: 390 | Encounters: 125 | Uniques: 125 | Last Online: 2024-08-12 16:58:31 (42d:12h:47m:48s ago)
Player: mothman42069 | UID: 763102a5-0000-0000-0000-000000000000 | Level: 39 | Caught: 637 | Owned: 272 | Encounters: 123 | Uniques: 122 | Last Online: 2024-08-07 19:11:41 (47d:10h:34m:38s ago)

Guild: BUKELELE | Guild Leader: lauon | Guild ID: 5568a392-469d-2b54-e41f-afbb81ad5eec
Base Locations: 3
Base 1: -173, -51
Base 2: -156, -63
Base 3: -794, -276
Guild Players: 3
